,index,text,language,created_at,location,fav_count,followers_count
869,977,@Mary_mbarza @Adrastea_it Maybe Roma's calling. Maybe,en,Wed Oct 24 17:07:39 +0000 2018,Padova,6759,559
870,978,"RT @ PNp4KJM7RGG2bFr: Wherever I am, I think and I love you. Good evening my dear friends. https://t.co/oYY3eT3l1Y",el,Wed Oct 24 17:07:39 +0000 2018,,825,107
871,979,"RT @ slymn_: Please make a statement, Mr. MHP deputies, you should not play so easily with our emotions, we are all family Lütfen",tr,Wed Oct 24 17:07:39 +0000 2018,Twıtter UP,321,922
872,981,RT @EvoChanger: Joe?! I must have him! https://t.co/fwamLPrSZf,en,Wed Oct 24 17:07:39 +0000 2018,"North West, England",11628,402
873,982,RT @doyou_bangtan: min yoongi might see the future but park jimin always gets his wishes granted: this one on 181024 https://t.co/E46QPxYD5S,en,Wed Oct 24 17:07:39 +0000 2018,in the yoongi's gummy smile,5361,239
874,983,RT @sigCancer_: A wise old man used to say: People will only appreciate you after they lose you.,pt,Wed Oct 24 17:07:39 +0000 2018,"Brás de Pina, Rio de Janeiro",3348,334
875,984,RT @84kpics: https://t.co/CwrpBJ4dzx,und,Wed Oct 24 17:07:39 +0000 2018,,1112,279
876,985,"RT @henrywinter: #GamesofRemembrance Armistice Centenary, British Army v German Armed Forces, Nov 8: women's match @Official_NCFC noon with…",en,Wed Oct 24 17:07:39 +0000 2018,,52582,395
877,986,Yayon universe went by looking and we left two,ar,Wed Oct 24 17:07:39 +0000 2018,,543,333
878,987,"RT @KellyLa1998: 💀🔪 WICKED Wednesday, to all my Horror Friends 🔪 https://t.co/VYbjrbzqP4",en,Wed Oct 24 17:07:39 +0000 2018,"Millville, NJ",56184,2980
879,988,@patricionavia We are invaded by absolute imbecility.,es,Wed Oct 24 17:07:39 +0000 2018,,74,58
880,989,"@mouanx # معاذ_البشيري_تصاد__لاعضاء_الوطن Our country has long been proud and proud, O Allah, save our country from all evil and all the countries of the Muslims,",ar,Wed Oct 24 17:07:39 +0000 2018,,153,72
881,990,RT @iamvictordiass: THE VIVASSO PEPITA ❤ https://t.co/2K62EY0BiD,pt,Wed Oct 24 17:07:39 +0000 2018,"Senhor do Bonfim, Brasil",13791,120
882,991,@ M2O6fVvTLnyutvH We will inform you of the drawing result. &quot;Uchi Cafe Suites 20 yen coupon&quot; will be given! Use coupon code &quot;C01612161&quot; until 10/30 ♪ How to use ⇒ http://t.co/yZ9iqhJVEU... https://t.co/EyWDQCbsif,ja,Wed Oct 24 17:07:39 +0000 2018,,198,3590110
883,992,RT @deadpistols: y’know music you get into in your teenage years especially 13/14 is going to be stuff you enjoy for the rest of your life…,en,Wed Oct 24 17:07:39 +0000 2018,knoxville,8828,962
884,993,@md_almousa @ DDIl0 clowns,ar,Wed Oct 24 17:07:39 +0000 2018,,6921,1259
885,994,RT @___vaughan: Pulse Ghana do you know you can ignore rubbish? https://t.co/v2N1mWg2iX,en,Wed Oct 24 17:07:39 +0000 2018,,1528,2330
886,997,RT @scallysex: RT and follow @scallysex  if you want to see more go to this website  https://t.co/FvHdBdeDpg https://t.co/wDNpJF6vX7,en,Wed Oct 24 17:07:40 +0000 2018,"Manila City, National Capital Region",2769,49
887,998,RT @ 4DimensionsV: [HD] 181024 #V # Bui Kim Tae Hyung @BTS_twt 💜 https://t.co/ZbqhkfgmxF,und,Wed Oct 24 17:07:40 +0000 2018,"Tokyo-to, Japan",9914,69
888,999,RT @John_McDonald I&#39;m not sure what to do.,th,Wed Oct 24 17:07:40 +0000 2018,,378,14
889,1000,"RT @yoursophiaskye: Curious what Sophia looks like without makeup and contacts?

Good morning, world☀️ https://t.co/ptlYfNwJzP",en,Wed Oct 24 17:07:40 +0000 2018,Nevada,2340,40
890,1001,Don’t miss me this FRIDAY night  at @SapphireNYC #nyc Show me some birthday love 💕 https://t.co/dnNcRn4AOR,en,Wed Oct 24 17:07:40 +0000 2018,LAS VEGAS,7911,447534
891,1002,RT @John_John: I&#39;m going to have to go to bed tomorrow. 🏃♀️💨💨 🏃♀️💨💨 🏃♀️💨💨 🏃♀️💨💨 🏃♀️💨💨,th,Wed Oct 24 17:07:40 +0000 2018,ประเทศไทย,25213,12
892,1003,Is Cuomo mental? Sounds like an idiot #SuspiciousPackages,en,Wed Oct 24 17:07:40 +0000 2018,Pebble Beach 18th Hole,13963,636
893,1004,RT @SenGillibrand: This is urgent: Poll after poll shows Claire McCaskill TIED with her extremist GOP opponent in Missouri’s toss-up Senate…,en,Wed Oct 24 17:07:40 +0000 2018,"California, USA",1022,2565
894,1005,"When said that the whole world witnessed the triumph, when listening. Aduhaaaaai ~",in,Wed Oct 24 17:07:40 +0000 2018,Minnieland,318,519
895,1006,RT @c0mic_sans: The target self checkout camera makes you look ugly as fuck so you lose self esteem and don’t steal,en,Wed Oct 24 17:07:40 +0000 2018,—  🕷,24113,422
896,1007,Lord I seek refuge in you from laziness and immorality ♻️ https://t.co/nmfIP7OjQc,ar,Wed Oct 24 17:07:40 +0000 2018,,9,43
897,1008,RT @lucy_mccartney: I stalkeo because I do not know.,es,Wed Oct 24 17:07:40 +0000 2018,"Encinas, España",553,475
898,1009,RT @ pkoppel00: @ Belliiisima89 My grandmother had made milk ice cream. I made them in aluminum buckets. I wanted to try and stick my tongue to the ...,es,Wed Oct 24 17:07:40 +0000 2018,,37619,2894
899,1010,RT @BinahIre: &quot;Mano Brown criticizes the PT in action for Haddad&quot; yes and supports your candidacy see only how it is possible,pt,Wed Oct 24 17:07:40 +0000 2018,Porto Alegre/RS,1287,1637
900,1011,"RT @Unix_Guru: /dev/null as a Service
#DNaaS https://t.co/mneW7tyidU",en,Wed Oct 24 17:07:40 +0000 2018,"End of the Rainbow Rd, McDanie",13223,763
901,1012,RT @htxb4by: “Ion give a fuck bout your kid” LMAOOO https://t.co/4vOHnRbM6b,en,Wed Oct 24 17:07:40 +0000 2018,im at your house hiding hehehe,18704,357
902,1013,RT @mms_es: Give the RT if you too would fall into the trap.😱 There are 20 M &amp; M&#39;s packs in play to spend a Halloween 🎃 terrifyingly delic ...,es,Wed Oct 24 17:07:40 +0000 2018,"Andalusia, Spain",98,38
903,1014,"RT @josephrosa_: I like priority, I have several options ...",pt,Wed Oct 24 17:07:40 +0000 2018,"Moura, Portugal",1924,113
904,1015,I&#39;ve been sleeping all day and I&#39;m terribly tired all day long,pl,Wed Oct 24 17:07:40 +0000 2018,Fan account ,15153,514
905,1016,"RT @damncorny: A nudge on the tit hurt less. JqnkmfmmEKGKOAFMLAFLAMFMLQMFKNKMSKFWK AUXILIO, IT&#39;S SO PRECIOUS 😭😭 #TEMPO_BAEKHYUN @ B_hun ...",es,Wed Oct 24 17:07:40 +0000 2018,,374,46
906,1017,RT @ Miotroyo2parte: I have allowed myself to edit this video whose protagonist is @Pablo_Iglesias_. It is titled &quot;Ode to Hypocrisy and the Double Rise ...,es,Wed Oct 24 17:07:40 +0000 2018,"Madrid, Comunidad de Madrid",2526,5248
907,1018,"RT @BlankTaeTwt: @TMobile @MLB @TeamRubicon .@TMobile DOUBLE donations during the @MLB World Series! 
Each home run's worth $10k &amp; they’ll…",en,Wed Oct 24 17:07:40 +0000 2018,"Málaga, España",73,564
908,1019,❤️❤️,und,Wed Oct 24 17:07:40 +0000 2018,대만 台灣 Taiwan ,22652,113
909,1020,@ saudq1978 or humor,ar,Wed Oct 24 17:07:40 +0000 2018,جدة ،الحجاز ،الجزيره العربيه ,44,301
910,1021,"RT @sunilyadv_unnao: When the God of Terror came to the throne of India, India was not only terrorized by the whole world! Come on, give me the gowns ...","RT @sunilyadv_unnao: When the God of Terror came to the throne of India, India was not only terrorized by the whole world! Come on, give me the gowns ...",Wed Oct 24 17:07:40 +0000 2018,,19,321
911,1022,RT @PeopleFriends,pt,Wed Oct 24 17:07:40 +0000 2018,"Realengo, Rio de Janeiro",856,147
912,1023,"RT @ Kavita22666851: Never forget what you have done, and never miss your favor ... !!! good…","RT @ Kavita22666851: Never forget what you have done, and never miss your favor ... !!! good…",Wed Oct 24 17:07:40 +0000 2018,"Jaipur, India",72105,922
913,1024,"no debt too deep for these morons
https://t.co/N2trLYyujH",en,Wed Oct 24 17:07:40 +0000 2018,"Pittsburgh, PA",6148,4500
914,1025,@LaurenJauregui @themikeinator I'll fucking my psychological with #ExpectationsMusicVideo,en,Wed Oct 24 17:07:40 +0000 2018,Brasil,30509,387
915,1026,RT @AllieJayBabyy: Will Smith &amp; Jada are the perfect example of when two people are mentally ready for their soulmate. So many people have…,en,Wed Oct 24 17:07:40 +0000 2018,,103010,1388
916,1027,RT @halalsomali: I’m sickkkkkk https://t.co/1THyT7CP86,en,Wed Oct 24 17:07:40 +0000 2018,colombian/gringo,14444,517
917,1028,@ wrd_255 😤😤😤وبشير,ar,Wed Oct 24 17:07:40 +0000 2018,"الخبر,المملكة العربية السعودية",4858,2799
918,1029,RT @jaynee: I&#39;m not sure what to do.,pt,Wed Oct 24 17:07:40 +0000 2018,São Mateus- Es,7708,417
919,1030,my parents did something to you for the 7 years @villalobossebas ... to me;) ÑÑÑÑÑAAAA JAJAJAJAJAJAJAJAJAJAJAJAJAJA,es,Wed Oct 24 17:07:40 +0000 2018,"Buenos Aires, Argentina",71846,5312
920,1031,@ VS2ra0cTqJmkPMl عصص عصير نعم ♡,ar,Wed Oct 24 17:07:40 +0000 2018,Sultanate of Oman,2452,103
921,1032,RT @GoyardNard: knowing somebody wanna fuck u is better than da actual sex. https://t.co/AlvPZciU57,en,Wed Oct 24 17:07:40 +0000 2018,Twilight Zone,2912,169
922,1033,@drvargasquemba It is hardly logical that they do not want the story of the victims of the FARC and the groups to be written ... https://t.co/9dbolQbCLO,es,Wed Oct 24 17:07:40 +0000 2018,,684,417
923,1034,@BuckyIsotope Two of my favorite somewhat underrated 90s records are Quicksand - Slip and Hum - Downward is Heavenward,en,Wed Oct 24 17:07:40 +0000 2018,,7613,63
924,1035,@ryabtchuk_roman СУГС,uk,Wed Oct 24 17:07:40 +0000 2018,"Сочи, Краснодарский край",33051,750
925,1036,Wow. Hopefully nobody was hurt.,en,Wed Oct 24 17:07:40 +0000 2018,Massachusetts,3911,4103
926,1037,"RT @RodrigoMenaR: A life at the service of others, a dream, to see my Carmenses overcome as a Canton generator of strong jobs ...",es,Wed Oct 24 17:07:40 +0000 2018,Frasesdevida,122,209
927,1038,"RT @espn: 21 years ago today, Backyard Baseball made its debut. 

*cue the Pablo Sanchez walk-up music* https://t.co/F7NtE0Om82",en,Wed Oct 24 17:07:40 +0000 2018,,6967,210
928,1039,luke in denim jackets. send tweet.,en,Wed Oct 24 17:07:40 +0000 2018,w the ghost of you இ,18001,1252
929,1040,https://t.co/qbw7DDJFr6 10 EUR discount when buying 2-pack Fire TV Stick 4K https://t.co/ybKKp9tDGD,de,Wed Oct 24 17:07:40 +0000 2018,,0,0
930,1041,@hagemanj @claymus @tedcruz What crimes? I’ve heard the Hillary conspiracies but what crimes is Beto supposed to have committed?,en,Wed Oct 24 17:07:40 +0000 2018,Sweden 🇸🇪 ,9076,53
931,1042,RT @tibor: What the coalition agreement says: &quot;Arms freeze for all countries involved in the Yemen war&quot; What really happens: h ...,de,Wed Oct 24 17:07:40 +0000 2018,Berlin,29991,118
932,1043,RT @Simporem_nao: 🌻 https://t.co/MUP86yHrlR,und,Wed Oct 24 17:07:40 +0000 2018,,1,34
933,1045,I&#39;m watching the summary as if I have never watched vedata jamb and jamb #BenimBam,tr,Wed Oct 24 17:07:39 +0000 2018,"İstanbul, Türkiye",5606,234
934,1052,I&#39;d like to wear a uniform of M,ja,Wed Oct 24 17:07:41 +0000 2018,,9577,15517
935,1053,I&#39;m sorry.,ko,Wed Oct 24 17:07:41 +0000 2018,,44,9
936,1054,Oda Kazumasa will not wait for me https://t.co/ozYV1VZxgB NHKBS Premium interview program &quot;100 years interview&quot; published a big echo &quot;artist / Kazumasa Oda&quot; broadcasting the broadcast.,ja,Wed Oct 24 17:07:41 +0000 2018,,0,6381
937,1055,RT @John_Johnny: I do not know what to do.,th,Wed Oct 24 17:07:41 +0000 2018,,115,172
938,1056,RT @taishi_soragoto: 【zoo-14】 # Illustration # picture # animal # steam punk # Steampunk # animal https://t.co/WQ8LtgVFzY,und,Wed Oct 24 17:07:41 +0000 2018,,5317,45
939,1057,RT @basedlightbeams: I don’t usually post porn but https://t.co/wtO1VPavmu,en,Wed Oct 24 17:07:41 +0000 2018,,1775,115
940,1058,RT @ RLs_k 14: Closed Eorsea. # FF 14 # FF 14 Landscape https://t.co/Fw2t8fTMBd,ja,Wed Oct 24 17:07:41 +0000 2018,"ultima, GaiaDC",3461,110
941,1059,"RT @renfrowvalerie: yes i'm into ASMR

A
Sexy
Man who is
Registered to vote",en,Wed Oct 24 17:07:41 +0000 2018,,106566,537
942,1060,@AghastNvr ily,und,Wed Oct 24 17:07:41 +0000 2018,odyssey island,10965,254
943,1061,I still have memories of some exposure in my Organizational Psychology class.,es,Wed Oct 24 17:07:41 +0000 2018,"Sinaloa, México",750,92
944,1062,No way man,und,Wed Oct 24 17:07:41 +0000 2018,Srinakharinwirot University,10755,1514
945,1063,Like every weekend! ! ! ! ! ! Go! ! ! ! ! ! ! ! ! Even though I said that! ! ! ! ! ! ! ! ! ! ! ! ! ! ! This is it! ! ! ! ! ! ! ! ! ! ! ! (Thank you for worrying about me),ja,Wed Oct 24 17:07:41 +0000 2018,,18894,508
946,1064,"dies my will lov, but not stalkeia",pt,Wed Oct 24 17:07:41 +0000 2018,,2250,520
947,1065,@JeaneBadin Imagine habibi and pirate if kaysar appear with a parrot?,pt,Wed Oct 24 17:07:41 +0000 2018,"Rio de Janeiro, Brasil",4452,387
948,1066,@Sekramyofficial It is not a non-crowning glory if you played and raised the trophy violin,ar,Wed Oct 24 17:07:41 +0000 2018,,8,2
949,1067,kero be the regina,es,Wed Oct 24 17:07:41 +0000 2018,,53906,1096
950,1069,RT @YahooSportsNBA: .@Lakers fans hoping they start 0-5 now 😂 https://t.co/g0dZkPlaQ8,en,Wed Oct 24 17:07:41 +0000 2018,758 southside St Lucia ,7992,178
951,1071,RT @C0mplexSocieTY8: @mooreof_me Yea its great,en,Wed Oct 24 17:07:41 +0000 2018,"Chicago, IL",1004,98
952,1072,@poemschim @BTS_twt #MPN #BTS #BTSARMY @BTS_twt 2,und,Wed Oct 24 17:07:41 +0000 2018,Brazil,1231,22
953,1073,RT @dashashashaph: Pm if you are a stooped dog)))),ru,Wed Oct 24 17:07:41 +0000 2018,,18437,217
954,1074,@ SandyHossam99 😏😤😤,und,Wed Oct 24 17:07:41 +0000 2018,"Dubai, United Arab Emirates",29728,2300
955,1075,RT @TheOnionBTS: Stream mono https://t.co/dxObSokiEq,en,Wed Oct 24 17:07:41 +0000 2018,Portugal,27803,992
956,1076,"RT @Badermasaker: HH the Crown Prince # # Mohammed_Ben_Salman &quot;to the Saudis, like Mount Tuwaiq, will not be broken, unless this mountain is paved and equal to the ground.&quot; #And…",ar,Wed Oct 24 17:07:41 +0000 2018,"Riyadh, Kingdom of Saudi Arabia",1389,47
957,1077,I love Brandon so 😭😭😭💕 #WinxClub,de,Wed Oct 24 17:07:41 +0000 2018,#Kapitolnacht - ENFP-T - HH ✨,31442,708
958,1078,@realDonaldTrump klsj;lksajf;lksajflkajdskf ldsajfk saj kfjsad fjdsak fjdalks fjlk safdjlksa jfc,sv,Wed Oct 24 17:07:41 +0000 2018,"farking, arseton IL",3040,31
959,1079,"RT @itsZylan: A lot of us are NOT okay. Mentally, spiritually, and emotionally damaged, and that’s okay. I believe that it’s important we a…",en,Wed Oct 24 17:07:41 +0000 2018,"Memphis, TN",14530,2037
960,1080,"RT @ 1997au71: # BirSelamSalEYTGülsün # RetirementAttached After this time, in the local elections @Akparti and @MHP_Bilgi to vote RT",tr,Wed Oct 24 17:07:41 +0000 2018,"Orhangazi, Türkiye",1127,287
961,1081,I seriously need some prayers because my life is shit right now😭,en,Wed Oct 24 17:07:41 +0000 2018,"Amarillo, TX",3323,516
962,1082,Who cares about will and jada Smith’s relationship lol what’s wrong with you people,en,Wed Oct 24 17:07:41 +0000 2018,"Texas, USA",95615,846
963,1083,RT @lil_mexxicoo: exactly why I just keep to myself ..,en,Wed Oct 24 17:07:41 +0000 2018,"Philadelphia, PA",10,885
964,1084,AT&amp;T: 5G network launches in ‘next few weeks’ for parts of 12 U.S. cities https://t.co/Gy7TZQ3vbo via @VentureBeat,en,Wed Oct 24 17:07:41 +0000 2018,"Florida, USA",6615,260
965,1085,A new study finds that aggressively lowering blood pressure could fight dementia. More @ USA TODAY: https://t.co/uSMgndMfsi,en,Wed Oct 24 17:07:41 +0000 2018,"Rockville, MD",0,46
966,1086,@0l0le 😭😭😭😭😂,und,Wed Oct 24 17:07:41 +0000 2018,,1077,633
967,1087,*grins* I indeed like the sounds of this..,en,Wed Oct 24 17:07:41 +0000 2018,"Halo, Indiana ",1951,338
968,1088,@DENIZDEKIAYCA I love you,tr,Wed Oct 24 17:07:41 +0000 2018,,2,0
969,1089,And the list continues to grow of white identity extremist terror..... Suspicious package addressed to Fmr. At. Gen… https://t.co/aXNKd581df,en,Wed Oct 24 17:07:41 +0000 2018,north carolina,26188,620
970,1090,RT @mohammedalenizi: Hold # program_tractive for # virtual school #Center #Training_tribe @tadreebtabuk #Education_book #Private Evening,ar,Wed Oct 24 17:07:41 +0000 2018,Tabouk,201,281
971,1091,RT @PauloLondra: 11 days madness,pt,Wed Oct 24 17:07:41 +0000 2018,,1410,10
972,1092,"RT @Naveen_Kr_Shahi: Only 54 persons hv contributed 65K. @divyaspandana office bearers,netas&amp;workers of @INCIndia, PCCs &amp; frontal organizat…",en,Wed Oct 24 17:07:41 +0000 2018,,34193,1472
973,1093,https://t.co/Y7NyFXAzNI https://t.co/Y7NyFXAzNI,und,Wed Oct 24 17:07:41 +0000 2018,25-27 rue des envierges Paris,28,1226
974,1094,"Believing in this ambition of this great young man ... I wish all security, safety and good to the country away from all problems and disputes ... https://t.co/uE6NMMmKXt",ar,Wed Oct 24 17:07:41 +0000 2018,انك لن تستطيع معي صبرا,1369,3545
975,1095,bajame bi yellow dress https://t.co/G9Gsa0ZsuT,es,Wed Oct 24 17:07:41 +0000 2018,Mexico,350,78958
976,1098,https://t.co/PR6GVjUL66,und,Wed Oct 24 17:07:41 +0000 2018,"Coyoacán, Distrito Federal",547,413
977,1108,RT @John_Johnny: I do not know what you&#39;re talking about.,th,Wed Oct 24 17:07:42 +0000 2018,,771,2
978,1110,@forevermamimi Good night Mai! Washira will do the last in the next!,ja,Wed Oct 24 17:07:42 +0000 2018,,5067,48
979,1111,RT @WhatTheFFacts: Giving birth is the second most painful thing a human can experience - The first is being burned alive.,en,Wed Oct 24 17:07:42 +0000 2018,"Mumbai, India",12068,361
980,1112,@ aueofeh Yes yes,ja,Wed Oct 24 17:07:42 +0000 2018,日本 東京,52069,762
981,1113,RT @ maru_laurel: Animation &quot;C35 Laurel!&quot; 1 episode &quot;A! 100 series chaser!&quot; 2 episode &quot;A! Y33 Cima!&quot; 3 episode &quot;Ah! Lexus!&quot; 4 episode &quot;Crown?&quot; 5 episodes &quot;Is it sylvia?&quot; 6 episode &quot;Benzo!&quot; The final story &quot;Laurel&quot; Theater version &quot;Anything is okay&quot; ...,ja,Wed Oct 24 17:07:42 +0000 2018,0610 0911,5446,324
